,Date,Strike Price,IV
0,2022-08-19,52.0,0.03002045820954622
1,2022-08-19,53.0,0.028407809791373514
2,2022-08-19,54.0,0.029316814348960708
3,2022-08-19,55.0,0.028216937732503857
4,2022-08-19,56.0,0.029272088552987952
5,2022-08-19,57.0,0.0297628124271116
6,2022-08-19,58.0,0.029369099434393652
7,2022-08-19,59.0,0.02947807919077798
8,2022-08-19,60.0,0.029078066790176545
9,2022-08-19,61.0,0.029129721934821138
10,2022-08-19,62.0,0.02893758999437478
11,2022-08-19,63.0,0.028931290586491295
12,2022-08-19,64.0,0.028895383961555415
13,2022-08-19,65.0,0.02917507767158225
14,2022-08-19,66.0,0.028914912125994233
15,2022-08-19,67.0,0.029108303948017285
16,2022-08-19,68.0,0.028969087033792223
17,2022-08-19,69.0,0.028678684330363465
18,2022-08-19,70.0,0.028652226817252817
19,2022-08-19,71.0,0.028728449652643012
20,2022-08-19,72.0,0.028654746580406214
21,2022-08-19,72.5,0.028436157126849205
22,2022-08-19,73.0,0.028564035106884
23,2022-08-19,74.0,0.028457575113653065
24,2022-08-19,75.0,0.028232686252212577
25,2022-08-19,76.0,0.028104178331389437
26,2022-08-19,77.0,0.028158983179975772
27,2022-08-19,77.5,0.028033624963094382
28,2022-08-19,78.0,0.028094729219564206
29,2022-08-19,79.0,0.028015356680232268
30,2022-08-19,80.0,0.02792149550276831
31,2022-08-19,81.0,0.027814405568749034
32,2022-08-19,82.0,0.027695346759751126
33,2022-08-19,82.5,0.027552350200795966
34,2022-08-19,83.0,0.027487466299596044
35,2022-08-19,84.0,0.027350139207736032
36,2022-08-19,85.0,0.03243502125128683
37,2022-08-19,86.0,0.027190764188283808
38,2022-08-19,87.0,0.02723045045794977
39,2022-08-19,87.5,0.03190839075222731
40,2022-08-19,88.0,0.026982883728128734
41,2022-08-19,89.0,0.027122100642353795
42,2022-08-19,90.0,0.026923039353235603
43,2022-08-19,91.0,0.02659421026171757
44,2022-08-19,92.0,0.026686811557604835
45,2022-08-19,92.5,0.02645940293301095
46,2022-08-19,93.0,0.026700040314160157
47,2022-08-19,94.0,0.026471371807989575
48,2022-08-19,95.0,0.02651420778159729
49,2022-08-19,96.0,0.026217505670285045
50,2022-08-19,97.0,0.02613120378228127
51,2022-08-19,97.5,0.02616144094012201
52,2022-08-19,98.0,0.025931512552374733
53,2022-08-19,99.0,0.026027263552203736
54,2022-08-19,100.0,0.026007105446976576
55,2022-08-19,102.5,0.025694024875167264
56,2022-08-19,105.0,0.025508192342604395
57,2022-08-19,107.5,0.02517873331029802
58,2022-08-19,110.0,0.02504455592237974
59,2022-08-19,112.5,0.02481084788990237
60,2022-08-19,115.0,0.024636354291529782
61,2022-08-19,117.5,0.02444233252871838
62,2022-08-19,120.0,0.024298076088186522
63,2022-08-19,122.5,0.024099644739856676
64,2022-08-19,125.0,0.023915702029658852
65,2022-08-19,127.5,0.02368199399718148
66,2022-08-19,130.0,0.02358435317498743
67,2022-08-19,132.5,0.02337458289246731
68,2022-08-19,135.0,0.02323536597824224
69,2022-08-19,137.5,0.0231339455113181
70,2022-08-19,140.0,0.022898347656475682
71,2022-08-19,142.5,0.02278621819614961
72,2022-08-19,145.0,0.02262747311748574
73,2022-08-19,147.5,0.02250589454533443
74,2022-08-19,150.0,0.022394395025796713
75,2022-08-19,152.5,0.022265257164185225
76,2022-08-19,155.0,0.022201633144562007
77,2022-08-19,157.5,0.022132969598631997
78,2022-08-19,160.0,0.021989973039676838
79,2022-08-19,162.5,0.02189107233590609
80,2022-08-19,165.0,0.021847606421510034
81,2022-08-19,167.5,0.02177768299400332
82,2022-08-19,170.0,0.021727287730935428
83,2022-08-19,172.5,0.021658624185005415
84,2022-08-19,175.0,0.02160948880351422
85,2022-08-19,177.5,0.02151562762605026
86,2022-08-19,180.0,0.021489170112939614
87,2022-08-19,182.5,0.021496099461611448
88,2022-08-19,185.0,0.021465232362982364
89,2022-08-19,187.5,0.02143751496829502
90,2022-08-19,190.0,0.02140790775124263
91,2022-08-19,192.5,0.02119309794241572
92,2022-08-19,195.0,0.0211515218503847
93,2022-08-19,197.5,0.02111372540308378
94,2022-08-19,200.0,0.02108222836366634
95,2022-08-19,202.5,0.021096717001798368
96,2022-08-19,205.0,0.021045061857153772
97,2022-08-19,207.5,0.02104443191636542
98,2022-08-19,210.0,0.021058290613709098
99,2022-08-19,215.0,0.021011674995371286
100,2022-08-19,220.0,0.021046321738730465
101,2022-08-19,225.0,0.021039392390058632
102,2022-08-19,230.0,0.021058920554497443
103,2022-08-19,235.0,0.021097346942586713
104,2022-08-19,240.0,0.021106796054411948
105,2022-08-19,245.0,0.02117230989640021
106,2022-08-19,250.0,0.021199397350299205
107,2022-08-22,52.0,0.029968173124113276
108,2022-08-22,53.0,0.028848138402429266
109,2022-08-22,54.0,0.02918956630971427
110,2022-08-22,55.0,0.029426424046133385
111,2022-08-22,56.0,0.029583909243220564
112,2022-08-22,57.0,0.029925337150505563
113,2022-08-22,58.0,0.029494457651275043
114,2022-08-22,59.0,0.029515875638078903
115,2022-08-22,60.0,0.029500757059158535
116,2022-08-22,61.0,0.02964438355890204
117,2022-08-22,62.0,0.029382328190948975
118,2022-08-22,63.0,0.029286577191119968
119,2022-08-22,64.0,0.029333192809457773
120,2022-08-22,65.0,0.029344531743648053
121,2022-08-22,66.0,0.029183266901830783
122,2022-08-22,67.0,0.029283427487178226
123,2022-08-22,68.0,0.029087515902001777
124,2022-08-22,69.0,0.029006883481093138
125,2022-08-22,70.0,0.02890861271811074
126,2022-08-22,71.0,0.02879396349463128
127,2022-08-22,72.0,0.02877380538940412
128,2022-08-22,72.5,0.02875553710654201
129,2022-08-22,73.0,0.028627659126507218
130,2022-08-22,74.0,0.028469543988631694
131,2022-08-22,75.0,0.02849411167937729
132,2022-08-22,76.0,0.028402770265066726
133,2022-08-22,77.0,0.028296310271835795
134,2022-08-22,77.5,0.028150164008938893
135,2022-08-22,78.0,0.028262293469264965
136,2022-08-22,79.0,0.028128116081346688
137,2022-08-22,80.0,0.02798196981844979
138,2022-08-22,81.0,0.027826374443727656
139,2022-08-22,82.0,0.02773629291099379
140,2022-08-22,82.5,0.027723694095226813
141,2022-08-22,83.0,0.02770605575315305
142,2022-08-22,84.0,0.027518333398225132
143,2022-08-22,85.0,0.027529042391627064
144,2022-08-22,86.0,0.027387935655036954
145,2022-08-22,87.0,0.02730226370782153
146,2022-08-22,87.5,0.02725501814869537
147,2022-08-22,88.0,0.027141628806792606
148,2022-08-22,89.0,0.027033908931984974
149,2022-08-22,90.0,0.027034538872773323
150,2022-08-22,91.0,0.026902881248008447
151,2022-08-22,92.0,0.02681783924158137
152,2022-08-22,92.5,0.02679894101793091
153,2022-08-22,93.0,0.0267768930903387
154,2022-08-22,94.0,0.026614998307733083
155,2022-08-22,95.0,0.026498459261888572
156,2022-08-22,96.0,0.026473891571142973
157,2022-08-22,97.0,0.026286169216215054
158,2022-08-22,97.5,0.02633782436085965
159,2022-08-22,98.0,0.026189788275597703
160,2022-08-22,99.0,0.026274200341236432
161,2022-08-22,100.0,0.026061280354774567
162,2022-08-22,102.5,0.025905684980052433
163,2022-08-22,105.0,0.025683945822553685
164,2022-08-22,107.5,0.025484884533435496
165,2022-08-22,110.0,0.025304091527179412
166,2022-08-22,112.5,0.025064714027606905
167,2022-08-22,115.0,0.02491541806076826
168,2022-08-22,117.5,0.02474281428476071
169,2022-08-22,120.0,0.024514775719378476
170,2022-08-22,122.5,0.02436673963411653
171,2022-08-22,125.0,0.024100274680645028
172,2022-08-22,127.5,0.023973026641398585
173,2022-08-22,130.0,0.023792233635142504
174,2022-08-22,132.5,0.023651756839340742
175,2022-08-22,135.0,0.02351946927378751
176,2022-08-22,137.5,0.023366393662218776
177,2022-08-22,140.0,0.02322276716247527
178,2022-08-22,142.5,0.023087959833768646
179,2022-08-22,145.0,0.022963231557675604
180,2022-08-22,147.5,0.022847952393407787
181,2022-08-22,150.0,0.022715664827854556
182,2022-08-22,152.5,0.022623063531967292
183,2022-08-22,155.0,0.022514083775582967
184,2022-08-22,157.5,0.02244793999280635
185,2022-08-22,160.0,0.022367937512686068
186,2022-08-22,162.5,0.0222753362167988
187,2022-08-22,165.0,0.022199743322196958
188,2022-08-22,167.5,0.022143678592033925
189,2022-08-22,170.0,0.022078794690834007
190,2022-08-22,172.5,0.022006351500173903
191,2022-08-22,175.0,0.021957846059471056
192,2022-08-22,177.5,0.021840047132049848
193,2022-08-22,180.0,0.021815479441304245
194,2022-08-22,182.5,0.02182366867155278
195,2022-08-22,185.0,0.02173043743487717
196,2022-08-22,187.5,0.02170712962570827
197,2022-08-22,190.0,0.021687601461269454
198,2022-08-22,192.5,0.02163594631662486
199,2022-08-22,195.0,0.021629646908741376
200,2022-08-22,197.5,0.02159311034301715
201,2022-08-22,200.0,0.021567282770694852
202,2022-08-22,202.5,0.021554054014139533
203,2022-08-22,205.0,0.021556573777292923
204,2022-08-22,207.5,0.021532636027335673
205,2022-08-22,210.0,0.02157421211936669
206,2022-08-22,215.0,0.02102112410719652
207,2022-08-22,220.0,0.021570432474636594
208,2022-08-22,225.0,0.02160192951405403
209,2022-08-22,230.0,0.021633426553471467
210,2022-08-22,235.0,0.02168823140205781
211,2022-08-22,240.0,0.021449483843273644
212,2022-08-22,245.0,0.021826188434706174
213,2022-08-22,250.0,0.02194839694764582
214,2022-08-23,52.0,0.04535951640583736
215,2022-08-23,53.0,0.028347965416480388
216,2022-08-23,54.0,0.030693234971502642
217,2022-08-23,55.0,0.02908247637569499
218,2022-08-23,56.0,0.029000584073209653
219,2022-08-23,57.0,0.02942894380928678
220,2022-08-23,58.0,0.029508946289407065
221,2022-08-23,59.0,0.0403294392108729
222,2022-08-23,60.0,0.04074268036802965
223,2022-08-23,61.0,0.029305475414770434
224,2022-08-23,62.0,0.02925256038854914
225,2022-08-23,63.0,0.0291744477307939
226,2022-08-23,64.0,0.0167507555029806
227,2022-08-23,65.0,0.029113973415112425
228,2022-08-23,66.0,0.029119642882207558
229,2022-08-23,67.0,0.029236181928052076
230,2022-08-23,68.0,0.022320062012771563
231,2022-08-23,69.0,0.029476819309201277
232,2022-08-23,70.0,0.02296764114319404
233,2022-08-23,71.0,0.02924248133593556
234,2022-08-23,72.0,0.02821504791013881
235,2022-08-23,72.5,0.028214417969350467
236,2022-08-23,73.0,0.028638368119909146
237,2022-08-23,74.0,0.028487182330705452
238,2022-08-23,75.0,0.028423558311082234
239,2022-08-23,76.0,0.028342925890173603
240,2022-08-23,77.0,0.02750510464166981
241,2022-08-23,77.5,0.027278955898652625
242,2022-08-23,78.0,0.028223867081175694
243,2022-08-23,79.0,0.028097248982717603
244,2022-08-23,80.0,0.0276317227401279
245,2022-08-23,81.0,0.02820244909437184
246,2022-08-23,82.0,0.028107957976119525
247,2022-08-23,82.5,0.027721804272861767
248,2022-08-23,83.0,0.027412503345782553
249,2022-08-23,84.0,0.027598335878345422
250,2022-08-23,85.0,0.02781944509505582
251,2022-08-23,86.0,0.027411243464205856
252,2022-08-23,87.0,0.027396754826073833
253,2022-08-23,87.5,0.0270950131884548
254,2022-08-23,88.0,0.027113911412105264
255,2022-08-23,89.0,0.02682791829419495
256,2022-08-23,90.0,0.027081784431899476
257,2022-08-23,91.0,0.026897841721701652
258,2022-08-23,92.0,0.026649645051092262
259,2022-08-23,92.5,0.026692481024699975
260,2022-08-23,93.0,0.026785712261375584
261,2022-08-23,94.0,0.026522397011845823
262,2022-08-23,95.0,0.026572162334125373
263,2022-08-23,96.0,0.026449953821185722
264,2022-08-23,97.0,0.026369321400277083
265,2022-08-23,97.5,0.026325225545092677
266,2022-08-23,98.0,0.026327115367457722
267,2022-08-23,99.0,0.026128054078339527
268,2022-08-23,100.0,0.026111675617842462
269,2022-08-23,102.5,0.025835761552545727
270,2022-08-23,105.0,0.02563292061869744
271,2022-08-23,107.5,0.025491813882107327
272,2022-08-23,110.0,0.025208970468138758
273,2022-08-23,112.5,0.02506282420524186
274,2022-08-23,115.0,0.024892110251599354
275,2022-08-23,117.5,0.024735254995300524
276,2022-08-23,120.0,0.024622495594186108
277,2022-08-23,122.5,0.024419654660337818
278,2022-08-23,125.0,0.02416578852263329
279,2022-08-23,127.5,0.02405050935836548
280,2022-08-23,130.0,0.023820580970618198
281,2022-08-23,132.5,0.023693332931371755
282,2022-08-23,135.0,0.02360325139863789
283,2022-08-23,137.5,0.02346214466204778
284,2022-08-23,140.0,0.0233304870372829
285,2022-08-23,142.5,0.023092369419287086
286,2022-08-23,145.0,0.023037564570700747
287,2022-08-23,147.5,0.02293488422219991
288,2022-08-23,150.0,0.02278621819614961
289,2022-08-23,152.5,0.022705585775240972
290,2022-08-23,155.0,0.02260920483462362
291,2022-08-23,157.5,0.022354078815342394
292,2022-08-23,160.0,0.0224006944336802
293,2022-08-23,162.5,0.022319432071983215
294,2022-08-23,165.0,0.022255808052359997
295,2022-08-23,167.5,0.022211712197175583
296,2022-08-23,170.0,0.022067455756643727
297,2022-08-23,172.5,0.022036588658014642
298,2022-08-23,175.0,0.021904931033249767
299,2022-08-23,177.5,0.021893592099059486
300,2022-08-23,180.0,0.021781462638733415
301,2022-08-23,182.5,0.021832487842589662
302,2022-08-23,185.0,0.02181799920445764
303,2022-08-23,187.5,0.021630276849529725
304,2022-08-23,190.0,0.021726657790147076
305,2022-08-23,192.5,0.02157484206015504
306,2022-08-23,195.0,0.021537675553642464
307,2022-08-23,197.5,0.021547124665467692
308,2022-08-23,200.0,0.02160948880351422
309,2022-08-23,202.5,0.021564763007541458
310,2022-08-23,205.0,0.021576101941731735
311,2022-08-23,207.5,0.021337354382947576
312,2022-08-23,210.0,0.021565392948329806
313,2022-08-23,215.0,0.021547124665467692
314,2022-08-23,220.0,0.02145641319194548
315,2022-08-23,225.0,0.021630276849529725
316,2022-08-23,230.0,0.02164161578372
317,2022-08-23,235.0,0.021684451757327715
318,2022-08-23,240.0,0.021761934474294607
319,2022-08-23,245.0,0.021817369263669294
320,2022-08-23,250.0,0.021869654349102232
321,2022-08-24,52.0,0.029680290183837915
322,2022-08-24,53.0,0.03001289892008603
323,2022-08-24,54.0,0.029279647842448134
324,2022-08-24,55.0,0.029827066387523162
325,2022-08-24,56.0,0.02996691324253658
326,2022-08-24,57.0,0.029544852914342945
327,2022-08-24,58.0,0.029617926045791398
328,2022-08-24,59.0,0.029645013499690388
329,2022-08-24,60.0,0.029635564387865156
330,2022-08-24,61.0,0.02919838548075115
331,2022-08-24,62.0,0.02952532474990413
332,2022-08-24,63.0,0.029774781302090225
333,2022-08-24,64.0,0.029645643440478736
334,2022-08-24,65.0,0.029034600875780487
335,2022-08-24,66.0,0.02962989492077002
336,2022-08-24,67.0,0.029582649361643863
337,2022-08-24,68.0,0.02912090276378426
338,2022-08-24,69.0,0.02930043588846364
339,2022-08-24,70.0,0.02895963792196699
340,2022-08-24,71.0,0.028967827152215523
341,2022-08-24,72.0,0.028841209053757432
342,2022-08-24,72.5,0.028826720415625413
343,2022-08-24,73.0,0.028700732257955667
344,2022-08-24,74.0,0.02865096693567612
345,2022-08-24,75.0,0.02848403262676371
346,2022-08-24,76.0,0.028496631442530687
