,Date,Strike Price,Closing Price
0,2022-09-26,50.0,0.02875301734338861
1,2022-09-26,52.0,0.028496631442530687
2,2022-09-26,53.0,0.0237947533982959
3,2022-09-26,54.0,0.028116147206368063
4,2022-09-26,55.0,0.02780936604244224
5,2022-09-26,56.0,0.027947953015878955
6,2022-09-26,57.0,0.02745407943781357
7,2022-09-26,57.5,0.02770101622684626
8,2022-09-26,58.0,0.02751581363507174
9,2022-09-26,59.0,0.027399904530015576
10,2022-09-26,60.0,0.027133439576544075
11,2022-09-26,61.0,0.026970284912361756
12,2022-09-26,62.0,0.026895951899336606
13,2022-09-26,62.5,0.026683661853663092
14,2022-09-26,63.0,0.026685551676028138
15,2022-09-26,64.0,0.026558933577570047
16,2022-09-26,65.0,0.026408377729154702
17,2022-09-26,66.0,0.026329635130611116
18,2022-09-26,67.0,0.025952930539178586
19,2022-09-26,67.5,0.025896235868227202
20,2022-09-26,68.0,0.026006475506188224
21,2022-09-26,69.0,0.02577402735528755
22,2022-09-26,70.0,0.025847100486736
23,2022-09-26,71.0,0.02573056144089149
24,2022-09-26,72.0,0.025517011513641275
25,2022-09-26,72.5,0.02569654463832066
26,2022-09-26,73.0,0.02514345662615049
27,2022-09-26,74.0,0.02504455592237974
28,2022-09-26,75.0,0.024856203626663475
29,2022-09-26,76.0,0.024782500554426677
30,2022-09-26,77.0,0.024750373574220896
31,2022-09-26,77.5,0.024472569686559108
32,2022-09-26,78.0,0.024506586489129942
33,2022-09-26,79.0,0.024310044963165148
34,2022-09-26,80.0,0.02415696935159641
35,2022-09-26,81.0,0.023986255397953907
36,2022-09-26,82.0,0.024022791963678132
37,2022-09-26,82.5,0.0238930241612783
38,2022-09-26,83.0,0.023814281562734713
39,2022-09-26,84.0,0.024071297404380985
40,2022-09-26,85.0,0.02366813529983781
41,2022-09-26,86.0,0.023819951029829853
42,2022-09-26,87.0,0.023392221234541072
43,2022-09-26,87.5,0.023671914944567902
44,2022-09-26,88.0,0.023498681227772003
45,2022-09-26,89.0,0.023385921826657587
46,2022-09-26,90.0,0.023350645142510052
47,2022-09-26,91.0,0.02338844158981098
48,2022-09-26,92.0,0.023082920307461854
49,2022-09-26,92.5,0.023199459353306365
50,2022-09-26,93.0,0.02231124284173468
51,2022-09-26,94.0,0.02292795487352807
52,2022-09-26,95.0,0.022712515123912813
53,2022-09-26,96.0,0.02270180613051088
54,2022-09-26,97.0,0.02223942959186293
55,2022-09-26,97.5,0.021961625704201147
56,2022-09-26,98.0,0.022366047690321023
57,2022-09-26,99.0,0.022174545690663013
58,2022-09-26,100.0,0.022262107460243485
59,2022-09-26,102.0,0.022107771967098046
60,2022-09-26,105.0,0.02156287318517641
61,2022-09-26,107.0,0.020797495127332727
62,2022-09-26,110.0,0.021434365264353276
63,2022-09-26,112.0,0.020995296534874225
64,2022-09-26,115.0,0.021029943278233404
65,2022-09-26,117.0,0.020762848383973548
66,2022-09-26,120.0,0.020651978805224177
67,2022-09-26,122.0,0.02053543975937966
68,2022-09-26,125.0,0.020640639871033897
69,2022-09-26,127.0,0.02020913043101503
70,2022-09-26,130.0,0.02024188735200917
71,2022-09-26,132.0,0.02014991599691025
72,2022-09-26,135.0,0.0200264476023939
73,2022-09-26,137.0,0.019741084425271938
74,2022-09-26,140.0,0.01999810026691821
75,2022-09-26,142.0,0.019499817103334382
76,2022-09-26,145.0,0.020299841904537246
77,2022-09-26,147.0,0.020866788614051085
78,2022-09-26,150.0,0.02084978021276567
79,2022-09-26,152.0,0.020891356304796688
80,2022-09-26,155.0,0.021375150830248497
81,2022-09-26,157.0,0.021234044093658384
82,2022-09-26,160.0,0.020592764371119395
83,2022-09-26,162.0,0.021249792613367104
84,2022-09-26,165.0,0.020637490167092154
85,2022-09-26,167.0,0.02069355489725519
86,2022-09-26,170.0,0.021414837099914465
87,2022-09-26,175.0,0.0209833276598956
88,2022-09-26,180.0,0.021118764929390566
89,2022-09-26,185.0,0.021307117225106836
90,2022-09-26,190.0,0.021750595540104327
91,2022-09-26,195.0,0.021694530809941295
92,2022-09-26,200.0,0.022217381664270723
93,2022-09-26,205.0,0.022319432071983215
94,2022-09-26,210.0,0.022682907906860422
95,2022-09-26,215.0,0.02300228788655322
96,2022-09-26,220.0,0.023336156504378036
97,2022-09-26,225.0,0.022848582334196132
98,2022-09-27,50.0,0.028969087033792223
99,2022-09-27,52.0,0.028475213455726834
100,2022-09-27,53.0,0.02837505287037938
101,2022-09-27,54.0,0.02823961560088441
102,2022-09-27,55.0,0.028228906607482483
103,2022-09-27,56.0,0.028028585436787594
104,2022-09-27,57.0,0.02794480331193721
105,2022-09-27,57.5,0.027889998463350878
106,2022-09-27,58.0,0.02808653998931567
107,2022-09-27,59.0,0.027804956456923803
108,2022-09-27,60.0,0.028206858679890277
109,2022-09-27,61.0,0.02742888180627962
110,2022-09-27,62.0,0.02710194253712664
111,2022-09-27,62.5,0.0270937533068781
112,2022-09-27,63.0,0.02697280467551515
113,2022-09-27,64.0,0.026819729063946415
114,2022-09-27,65.0,0.02654822458416812
115,2022-09-27,66.0,0.026448063998820673
116,2022-09-27,67.0,0.026409007669943058
117,2022-09-27,67.5,0.026077028874483283
118,2022-09-27,68.0,0.025660638013384786
119,2022-09-27,69.0,0.025920173618184453
120,2022-09-27,70.0,0.02666602351158933
121,2022-09-27,71.0,0.0256052032240101
122,2022-09-27,72.0,0.025233538158884357
123,2022-09-27,72.5,0.025768357888192414
124,2022-09-27,73.0,0.02790574698305959
125,2022-09-27,74.0,0.025234798040461054
126,2022-09-27,75.0,0.025159835086647556
127,2022-09-27,76.0,0.02551071210575779
128,2022-09-27,77.0,0.025128338047230123
129,2022-09-27,77.5,0.024779350850484935
130,2022-09-27,78.0,0.02461619618630262
131,2022-09-27,79.0,0.024580919502155095
132,2022-09-27,80.0,0.024521075127261965
133,2022-09-27,81.0,0.02426972875271083
134,2022-09-27,82.0,0.024116023200353744
135,2022-09-27,82.5,0.024087045924089702
136,2022-09-27,83.0,0.024645173462566658
137,2022-09-27,84.0,0.02433713241706414
138,2022-09-27,85.0,0.02448264873917269
139,2022-09-27,86.0,0.023637898141997068
140,2022-09-27,87.0,0.02399507456899079
141,2022-09-27,87.5,0.02361899991834661
142,2022-09-27,88.0,0.023584983115775775
143,2022-09-27,89.0,0.023455215313375945
144,2022-09-27,90.0,0.023449545846280805
145,2022-09-27,91.0,0.023469074010719616
146,2022-09-27,92.0,0.024794469429405303
147,2022-09-27,92.5,0.023754437187841582
148,2022-09-27,93.0,0.023399780524001258
149,2022-09-27,94.0,0.02340356016873135
150,2022-09-27,95.0,0.022902127301205777
151,2022-09-27,96.0,0.02247880709143544
152,2022-09-27,97.0,0.02312638622185792
153,2022-09-27,97.5,0.022448569933594703
154,2022-09-27,98.0,0.02271440494627786
155,2022-09-27,99.0,0.023226546807205362
156,2022-09-27,100.0,0.022192813973525124
157,2022-09-27,102.0,0.022122890546018417
158,2022-09-27,105.0,0.02223376012476779
159,2022-09-27,107.0,0.0219106005003449
160,2022-09-27,110.0,0.022267776927338622
161,2022-09-27,112.0,0.021210106343701133
162,2022-09-27,115.0,0.02087308802193457
163,2022-09-27,117.0,0.021026793574291654
164,2022-09-27,120.0,0.02113955297540608
165,2022-09-27,122.0,0.020904585061352007
166,2022-09-27,125.0,0.020389923437271112
167,2022-09-27,127.0,0.02075150944978327
168,2022-09-27,130.0,0.02061985182501839
169,2022-09-27,132.0,0.020502682838385525
170,2022-09-27,135.0,0.020301101786113943
171,2022-09-27,137.0,0.01982675637248736
172,2022-09-27,140.0,0.019988651155092983
173,2022-09-27,142.0,0.019923767253893065
174,2022-09-27,145.0,0.019797779096223322
175,2022-09-27,147.0,0.020390553378059458
176,2022-09-27,150.0,0.02038110426623423
177,2022-09-27,152.0,0.020416380950381754
178,2022-09-27,155.0,0.021016714521678078
179,2022-09-27,157.0,0.021234044093658384
180,2022-09-27,160.0,0.020592764371119395
181,2022-09-27,162.0,0.021249792613367104
182,2022-09-27,165.0,0.020637490167092154
183,2022-09-27,167.0,0.02069355489725519
184,2022-09-27,170.0,0.021414837099914465
185,2022-09-27,175.0,0.0209833276598956
186,2022-09-27,180.0,0.021118764929390566
187,2022-09-27,185.0,0.021307117225106836
188,2022-09-27,190.0,0.021750595540104327
189,2022-09-27,195.0,0.022078164750045662
190,2022-09-27,200.0,0.02161326844824431
191,2022-09-27,205.0,0.02278621819614961
192,2022-09-27,210.0,0.023111897583725893
193,2022-09-27,215.0,0.02343757697130218
194,2022-09-27,220.0,0.023824990556136637
195,2022-09-27,225.0,0.02331095887284409
196,2022-09-28,50.0,0.0274131332865709
197,2022-09-28,52.0,0.02095120067968981
198,2022-09-28,53.0,0.027520853161378533
199,2022-09-28,54.0,0.02770227610842296
200,2022-09-28,55.0,0.027635502384857995
201,2022-09-28,56.0,0.027367147609021446
202,2022-09-28,57.0,0.02708367425426452
203,2022-09-28,57.5,0.02754101126660569
204,2022-09-28,58.0,0.027378486543211723
205,2022-09-28,59.0,0.027455969260178615
206,2022-09-28,60.0,0.027098792833184896
207,2022-09-28,61.0,0.02698351366891708
208,2022-09-28,62.0,0.02695831603738313
209,2022-09-28,62.5,0.02676114457062998
210,2022-09-28,63.0,0.026675472623414555
211,2022-09-28,64.0,0.026594840202505927
212,2022-09-28,65.0,0.026587910853834086
213,2022-09-28,66.0,0.026255302117585966
214,2022-09-28,67.0,0.02619671762426954
215,2022-09-28,67.5,0.026248372768914133
216,2022-09-28,68.0,0.026109785795477417
217,2022-09-28,69.0,0.02503195710661277
218,2022-09-28,70.0,0.025276374132492067
219,2022-09-28,71.0,0.025142196744573794
220,2022-09-28,72.0,0.025377794599416213
221,2022-09-28,72.5,0.025513861809699535
222,2022-09-28,73.0,0.025265035198301793
223,2022-09-28,74.0,0.024913528238403215
224,2022-09-28,75.0,0.024198545443627425
225,2022-09-28,76.0,0.02473840469924227
226,2022-09-28,77.0,0.02421996343043128
227,2022-09-28,77.5,0.024223113134373024
228,2022-09-28,78.0,0.024476979272077558
229,2022-09-28,79.0,0.02400578356239272
230,2022-09-28,80.0,0.02456328116008133
231,2022-09-28,81.0,0.024126102252967324
232,2022-09-28,82.0,0.02391381220729381
233,2022-09-28,82.5,0.0237456180168047
234,2022-09-28,83.0,0.023855857654765722
235,2022-09-28,84.0,0.023993814687414093
236,2022-09-28,85.0,0.02399507456899079
237,2022-09-28,86.0,0.023035044807547353
238,2022-09-28,87.0,0.02326749295844803
239,2022-09-28,87.5,0.02316859225467728
240,2022-09-28,88.0,0.02331662833993923
241,2022-09-28,89.0,0.02275283133436713
